txn_id,nameOrig,nameDest,type,amount,txn_datetime,merchant_category,region_name,flag_structuring,flag_outlier,risk_score
57376,C2060799991,C1178950434,CASH_IN,9833.38,2026-01-09 11:07:50.0000000,Cash Deposit,Hyderabad,1,0,High
58690,C822733485,C1953177599,CASH_IN,9690.10,2026-01-09 12:07:55.0000000,Wire Transfer,Ahmedabad,1,0,High
60922,C1306236755,C1883066167,CASH_IN,9884.10,2026-01-11 12:35:43.0000000,Cash Deposit,Chennai,1,0,High
64032,C178757194,C1553510897,CASH_IN,9760.09,2026-01-14 20:25:32.0000000,Cash Deposit,Kolkata,1,0,High
66194,C1691018094,C1989091708,CASH_IN,9922.98,2026-01-17 13:17:06.0000000,Cash Deposit,Delhi,1,0,High
67151,C1727436561,C2053296647,CASH_IN,9502.56,2026-01-06 21:05:48.0000000,Wire Transfer,Hyderabad,1,0,High
69651,C1972401319,C1822617121,CASH_IN,9980.65,2026-01-15 14:04:48.0000000,Cash Deposit,Mumbai,1,0,High
70902,C48914694,C1489571589,CASH_IN,9711.77,2026-01-01 13:42:06.0000000,Cash Deposit,Pune,1,0,High
74897,C1315514676,C163890306,CASH_IN,9998.34,2026-01-11 16:05:29.0000000,Cash Deposit,Delhi,1,0,High
75877,C254745382,C1504996879,CASH_IN,9920.98,2026-01-01 16:58:13.0000000,Cash Deposit,Mumbai,1,0,High
76430,C1510201459,C298463747,CASH_IN,9694.55,2026-01-29 20:51:36.0000000,Cash Deposit,Bangalore,1,0,High
76486,C897225903,C228939361,CASH_IN,9890.79,2026-01-09 12:12:46.0000000,Cash Deposit,Kolkata,1,0,High
77290,C1872483081,C817479520,CASH_IN,9795.53,2026-01-13 14:04:31.0000000,Cash Deposit,Kolkata,1,0,High
78041,C1783494312,C138315167,CASH_IN,9588.28,2026-01-06 21:57:52.0000000,Cash Deposit,Kolkata,1,0,High
80382,C181645030,C661472541,CASH_IN,9694.10,2026-01-06 18:33:19.0000000,Cash Deposit,Mumbai,1,0,High
80489,C2137012667,C211196231,CASH_IN,9867.66,2026-01-11 21:04:48.0000000,Wire Transfer,Delhi,1,0,High
81450,C974176539,C1837471247,CASH_IN,9699.00,2026-01-02 12:03:13.0000000,Cash Deposit,Kolkata,1,0,High
83592,C892487943,C444599376,CASH_IN,9520.30,2026-01-11 10:59:08.0000000,Cash Deposit,Delhi,1,0,High
84615,C1378730983,C548448128,CASH_IN,9913.75,2026-01-10 21:39:53.0000000,Cash Deposit,Hyderabad,1,0,High
85930,C315351931,C1715220454,CASH_IN,9868.60,2026-01-12 16:48:07.0000000,Cash Deposit,Delhi,1,0,High
85982,C1603647355,C1972262856,CASH_IN,9708.92,2026-01-07 13:06:17.0000000,Cash Deposit,Hyderabad,1,0,High
85996,C742214593,C1378523254,CASH_IN,9906.01,2026-01-01 08:40:14.0000000,Cash Deposit,Ahmedabad,1,0,High
87578,C932925459,C6536835,CASH_IN,9547.47,2026-01-09 10:32:35.0000000,Cash Deposit,Chennai,1,0,High
87933,C778956727,C721638946,CASH_IN,9539.02,2026-01-25 20:18:04.0000000,Cash Deposit,Hyderabad,1,0,High
90082,C1844565527,C1988924209,CASH_IN,9708.80,2026-01-17 20:01:57.0000000,Cash Deposit,Hyderabad,1,0,High
94102,C532560844,C637088360,CASH_IN,9795.34,2026-01-11 11:27:35.0000000,Cash Deposit,Mumbai,1,0,High
96426,C861277857,C166954356,CASH_IN,9551.24,2026-01-06 16:40:04.0000000,Cash Deposit,Ahmedabad,1,0,High
97596,C892438399,C1213061372,CASH_IN,9852.85,2026-01-16 15:11:42.0000000,Cash Deposit,Pune,1,0,High
98742,C1942114929,C490791504,CASH_IN,9958.44,2026-01-11 10:47:06.0000000,Cash Deposit,Hyderabad,1,0,High
103773,C1357212571,C728824267,CASH_IN,9894.53,2026-01-06 19:33:31.0000000,Cash Deposit,Kolkata,1,0,High
104127,C1962501138,C521125584,CASH_IN,9765.43,2026-01-29 19:02:23.0000000,Wire Transfer,Ahmedabad,1,0,High
107037,C1717628920,C15066641,CASH_IN,9754.54,2026-01-06 11:03:01.0000000,Cash Deposit,Pune,1,0,High
107504,C828784325,C931122028,CASH_IN,9554.36,2026-01-17 12:13:17.0000000,Cash Deposit,Bangalore,1,0,High
116002,C489797525,C1033669434,CASH_IN,9919.13,2026-01-08 09:02:13.0000000,Wire Transfer,Hyderabad,1,0,High
120785,C1018486823,C1391014259,CASH_IN,9665.42,2026-01-14 17:54:25.0000000,Cash Deposit,Hyderabad,1,0,High
123476,C461129980,C1751724342,CASH_IN,9971.10,2026-01-09 15:33:25.0000000,Cash Deposit,Delhi,1,0,High
126807,C652548718,C1454022069,CASH_IN,9554.52,2026-01-06 12:16:49.0000000,Cash Deposit,Mumbai,1,0,High
127829,C457925110,C749858292,CASH_IN,9633.96,2026-01-02 14:43:33.0000000,Cash Deposit,Delhi,1,0,High
131629,C1197339433,C313636155,CASH_IN,9888.30,2026-01-02 20:08:52.0000000,Cash Deposit,Delhi,1,0,High
131701,C1036705643,C1276757154,CASH_IN,9785.21,2026-01-14 14:38:06.0000000,Cash Deposit,Hyderabad,1,0,High
139828,C509024166,C1941300378,CASH_IN,9954.96,2026-01-15 14:22:52.0000000,Cash Deposit,Delhi,1,0,High
141045,C498827933,C154927490,CASH_IN,9500.01,2026-01-14 09:27:55.0000000,Cash Deposit,Ahmedabad,1,0,High
143294,C673904020,C1096472277,CASH_IN,9935.81,2026-01-08 18:58:17.0000000,Cash Deposit,Mumbai,1,0,High
143458,C1433657669,C533444907,CASH_IN,9627.86,2026-01-30 14:41:21.0000000,Cash Deposit,Kolkata,1,0,High
143504,C162862444,C1662619852,CASH_IN,9950.27,2026-01-02 19:01:49.0000000,Cash Deposit,Ahmedabad,1,0,High
144063,C752215927,C1467428546,CASH_IN,9787.71,2026-01-17 10:16:19.0000000,Wire Transfer,Delhi,1,0,High
154341,C1191999856,C219379373,CASH_IN,9571.96,2026-01-15 12:38:35.0000000,Cash Deposit,Delhi,1,0,High
154544,C939955498,C2085037952,CASH_IN,9728.42,2026-01-02 09:53:11.0000000,Wire Transfer,Chennai,1,0,High
155255,C2042578835,C649819601,CASH_IN,9929.32,2026-01-19 16:53:09.0000000,Cash Deposit,Delhi,1,0,High
155813,C413788972,C1015262217,CASH_IN,9906.76,2026-01-16 14:21:53.0000000,Cash Deposit,Kolkata,1,0,High
156300,C410769477,C463493994,CASH_IN,9531.27,2026-01-24 13:08:38.0000000,Cash Deposit,Delhi,1,0,High
157464,C725452588,C2015184398,CASH_IN,9929.73,2026-01-02 19:38:41.0000000,Cash Deposit,Ahmedabad,1,0,High
159191,C1176406610,C198302946,CASH_IN,9805.74,2026-01-06 14:40:26.0000000,Cash Deposit,Delhi,1,0,High
160213,C1332956231,C783126647,CASH_IN,9570.10,2026-01-01 20:46:23.0000000,Cash Deposit,Chennai,1,0,High
164099,C168108060,C44114737,CASH_IN,9878.99,2026-01-16 21:11:16.0000000,Cash Deposit,Mumbai,1,0,High
164504,C545564760,C395480137,CASH_IN,9724.93,2026-01-06 12:09:58.0000000,Cash Deposit,Kolkata,1,0,High
171093,C1775633091,C67933182,CASH_IN,9617.66,2026-01-16 10:56:52.0000000,Cash Deposit,Bangalore,1,0,High
173218,C351137448,C51005053,CASH_IN,9872.91,2026-01-13 13:40:02.0000000,Cash Deposit,Pune,1,0,High
173980,C531890118,C257351676,CASH_IN,9895.53,2026-01-14 16:19:52.0000000,Cash Deposit,Bangalore,1,0,High
177829,C293994511,C1442617177,CASH_IN,9568.36,2026-01-08 15:29:29.0000000,Cash Deposit,Bangalore,1,0,High
179951,C1193222619,C1580418369,CASH_IN,9524.80,2026-01-06 20:08:32.0000000,Cash Deposit,Chennai,1,0,High
182862,C212266432,C1184058216,CASH_IN,9898.25,2026-01-16 12:13:14.0000000,Cash Deposit,Ahmedabad,1,0,High
185192,C1248316895,C1431056248,CASH_IN,9592.78,2026-01-09 17:49:55.0000000,Cash Deposit,Pune,1,0,High
186205,C2035195919,C1203894921,CASH_IN,9559.69,2026-01-08 14:46:46.0000000,Cash Deposit,Bangalore,1,0,High
193122,C271999306,C1332346211,CASH_IN,9798.49,2026-01-07 23:39:38.0000000,Cash Deposit,Ahmedabad,1,0,High
193309,C698645594,C261482224,CASH_IN,9626.17,2026-01-22 18:11:49.0000000,Cash Deposit,Kolkata,1,0,High
194485,C1413179094,C2088950981,CASH_IN,9917.14,2026-01-14 19:15:20.0000000,Cash Deposit,Pune,1,0,High
194595,C1928661315,C789331552,CASH_IN,9737.68,2026-01-14 10:17:04.0000000,Cash Deposit,Bangalore,1,0,High
199495,C2120212765,C1889356531,CASH_IN,9910.64,2026-01-14 09:30:26.0000000,Cash Deposit,Kolkata,1,0,High
200265,C1708775124,C151300021,CASH_IN,9553.09,2026-01-06 20:18:07.0000000,Cash Deposit,Hyderabad,1,0,High
204163,C292499180,C213245334,CASH_IN,9544.24,2026-01-16 14:43:34.0000000,Cash Deposit,Bangalore,1,0,High
205531,C1360030853,C374313888,CASH_IN,9719.86,2026-01-01 17:34:17.0000000,Cash Deposit,Chennai,1,0,High
205834,C1559184587,C1980696731,CASH_IN,9743.22,2026-01-14 13:13:04.0000000,Cash Deposit,Hyderabad,1,0,High
205897,C1945921395,C284403781,CASH_IN,9893.73,2026-01-14 17:53:28.0000000,Cash Deposit,Pune,1,0,High
206687,C187049193,C1465851799,CASH_IN,9593.53,2026-01-09 01:19:18.0000000,Cash Deposit,Pune,1,0,High
207660,C498008011,C1913867550,CASH_IN,9806.61,2026-01-16 14:51:04.0000000,Cash Deposit,Mumbai,1,0,High
209282,C1498810478,C1015544198,CASH_IN,9536.38,2026-01-17 20:33:08.0000000,Cash Deposit,Bangalore,1,0,High
217221,C381104071,C1361539342,CASH_IN,9517.43,2026-01-25 18:28:04.0000000,Cash Deposit,Hyderabad,1,0,High
225399,C1726409998,C436002059,CASH_IN,9863.60,2026-01-15 19:40:55.0000000,Cash Deposit,Ahmedabad,1,0,High
234828,C1848938740,C1445073744,CASH_IN,9515.95,2026-01-01 11:45:48.0000000,Cash Deposit,Delhi,1,0,High
236861,C1365045137,C676409556,CASH_IN,9697.64,2026-01-11 10:52:13.0000000,Cash Deposit,Kolkata,1,0,High
236975,C471629458,C1167470001,CASH_IN,9584.04,2026-01-20 13:45:20.0000000,Cash Deposit,Mumbai,1,0,High
240039,C2127765666,C636039756,CASH_IN,9546.62,2026-01-15 11:58:25.0000000,Wire Transfer,Mumbai,1,0,High
250078,C1492593824,C2062644743,CASH_IN,9674.77,2026-01-07 18:08:55.0000000,Cash Deposit,Hyderabad,1,0,High
256000,C254722862,C650449858,CASH_IN,9836.92,2026-01-01 18:00:53.0000000,Cash Deposit,Pune,1,0,High
258014,C1242835454,C725436307,CASH_IN,9528.84,2026-01-12 15:29:47.0000000,Cash Deposit,Mumbai,1,0,High
261743,C568802589,C470264758,CASH_IN,9992.09,2026-01-09 10:50:17.0000000,Cash Deposit,Pune,1,0,High
264606,C666905037,C924092169,CASH_IN,9837.69,2026-01-07 12:43:06.0000000,Cash Deposit,Bangalore,1,0,High
264784,C2110000907,C19167394,CASH_IN,9639.99,2026-01-17 19:53:16.0000000,Cash Deposit,Mumbai,1,0,High
265516,C369449598,C2024102912,CASH_IN,9733.05,2026-01-13 09:35:34.0000000,Cash Deposit,Delhi,1,0,High
270713,C1665462929,C724801291,CASH_IN,9970.83,2026-01-02 20:05:21.0000000,Cash Deposit,Mumbai,1,0,High
271200,C521275016,C247712965,CASH_IN,9511.77,2026-01-09 14:02:04.0000000,Cash Deposit,Hyderabad,1,0,High
272368,C138827532,C1303588920,CASH_IN,9945.48,2026-01-17 17:59:45.0000000,Cash Deposit,Kolkata,1,0,High
278778,C1122593760,C482014005,CASH_IN,9799.54,2026-01-11 17:14:40.0000000,Cash Deposit,Bangalore,1,0,High
284416,C43942976,C1812349826,CASH_IN,9878.53,2026-01-08 13:20:46.0000000,Cash Deposit,Ahmedabad,1,0,High
290004,C1671420801,C2138402951,CASH_IN,9640.72,2026-01-08 14:11:04.0000000,Cash Deposit,Kolkata,1,0,High
293599,C1069319492,C232670006,CASH_IN,9975.33,2026-01-02 09:11:32.0000000,Cash Deposit,Mumbai,1,0,High
293641,C1635880490,C2032807719,CASH_IN,9815.25,2026-01-01 19:48:01.0000000,Cash Deposit,Bangalore,1,0,High
295814,C2146601322,C1506665028,CASH_IN,9766.76,2026-01-10 14:54:56.0000000,Cash Deposit,Kolkata,1,0,High
297211,C1869946566,C1257137624,CASH_IN,9879.86,2026-01-10 11:24:26.0000000,Cash Deposit,Bangalore,1,0,High
298522,C1218212094,C1442795551,CASH_IN,9686.61,2026-01-07 21:20:00.0000000,Cash Deposit,Kolkata,1,0,High
306766,C179065394,C2015824303,CASH_IN,9592.86,2026-01-07 19:12:42.0000000,Cash Deposit,Ahmedabad,1,0,High
