txn_id,nameOrig,nameDest,type,amount,txn_datetime,merchant_category,region_name,flag_structuring,flag_outlier,risk_score
363,C146567614,C860816450,TRANSFER,6647156.00,2026-01-13 20:07:25.0000000,Wire Transfer,Bangalore,0,1,Medium
364,C2030660606,C1098443300,CASH_OUT,6647156.00,2026-01-13 20:49:08.0000000,ATM Withdrawal,Pune,0,1,Medium
372,C776987005,C960046463,CASH_OUT,2019509.00,2026-01-13 21:45:15.0000000,ATM Withdrawal,Hyderabad,0,1,Medium
374,C1526528147,C138172146,CASH_OUT,3490916.00,2026-01-13 21:18:00.0000000,ATM Withdrawal,Chennai,0,1,Medium
377,C1514931968,C1789156105,TRANSFER,5239429.00,2026-01-13 22:09:07.0000000,Wire Transfer,Ahmedabad,0,1,Medium
378,C1998644906,C658898647,CASH_OUT,5239429.00,2026-01-13 22:45:55.0000000,ATM Withdrawal,Kolkata,0,1,Medium
382,C455106183,C314805116,CASH_OUT,2081051.50,2026-01-13 22:19:39.0000000,ATM Withdrawal,Delhi,0,1,Medium
384,C715029330,C236534502,CASH_OUT,1868438.50,2026-01-13 22:18:22.0000000,ATM Withdrawal,Hyderabad,0,1,Medium
389,C1961162790,C111676219,TRANSFER,8589704.00,2026-01-13 23:30:53.0000000,Wire Transfer,Bangalore,0,1,Medium
390,C495266984,C597537774,CASH_OUT,8589704.00,2026-01-13 23:15:47.0000000,ATM Withdrawal,Bangalore,0,1,Medium
397,C1050618331,C1361886731,TRANSFER,6558088.00,2026-01-13 23:14:54.0000000,Wire Transfer,Bangalore,0,1,Medium
398,C89412579,C733817123,CASH_OUT,6558088.00,2026-01-13 23:07:55.0000000,Cash Deposit,Mumbai,0,1,Medium
400,C1805381656,C1314078496,CASH_OUT,2479691.25,2026-01-13 23:24:17.0000000,Wire Transfer,Kolkata,0,1,Medium
409,C575504528,C1530040429,TRANSFER,6580428.00,2026-01-14 00:32:30.0000000,Wire Transfer,Pune,0,1,Medium
410,C511307813,C377087678,CASH_OUT,6580428.00,2026-01-14 00:59:17.0000000,ATM Withdrawal,Kolkata,0,1,Medium
416,C97658415,C1960732564,CASH_OUT,1467325.00,2026-01-14 01:26:09.0000000,ATM Withdrawal,Mumbai,0,1,Medium
419,C229756338,C1902984290,TRANSFER,5818863.00,2026-01-14 01:37:07.0000000,Wire Transfer,Chennai,0,1,Medium
420,C1520029619,C152631073,CASH_OUT,5818863.00,2026-01-14 01:16:17.0000000,ATM Withdrawal,Hyderabad,0,1,Medium
428,C1499429209,C1399829166,CASH_OUT,2984434.25,2026-01-14 02:21:38.0000000,Wire Transfer,Bangalore,0,1,Medium
434,C602094058,C680273351,CASH_OUT,3972969.00,2026-01-14 03:10:03.0000000,ATM Withdrawal,Ahmedabad,0,1,Medium
435,C1800396600,C68101846,TRANSFER,4713935.50,2026-01-14 03:13:31.0000000,Wire Transfer,Ahmedabad,0,1,Medium
436,C791079404,C62464448,CASH_OUT,4713935.50,2026-01-14 03:26:31.0000000,ATM Withdrawal,Mumbai,0,1,Medium
439,C149785547,C733601841,TRANSFER,7748802.00,2026-01-14 03:38:35.0000000,Wire Transfer,Delhi,0,1,Medium
440,C172044102,C648423233,CASH_OUT,7748802.00,2026-01-14 03:40:59.0000000,ATM Withdrawal,Kolkata,0,1,Medium
444,C1679134628,C1851310686,CASH_OUT,1825908.13,2026-01-14 04:20:46.0000000,ATM Withdrawal,Mumbai,0,1,Medium
479,C1479969874,C327601402,TRANSFER,4895343.50,2026-01-14 07:13:59.0000000,Wire Transfer,Hyderabad,0,1,Medium
480,C2003694835,C1708120011,CASH_OUT,4895343.50,2026-01-14 07:28:03.0000000,ATM Withdrawal,Pune,0,1,Medium
493,C1495344095,C128292751,TRANSFER,8950011.00,2026-01-14 08:21:57.0000000,Wire Transfer,Ahmedabad,0,1,Medium
494,C780587384,C602293403,CASH_OUT,8950011.00,2026-01-14 08:17:16.0000000,Wire Transfer,Mumbai,0,1,Medium
514,C4863930,C581627997,CASH_OUT,2533650.00,2026-01-14 10:40:34.0000000,Wire Transfer,Bangalore,0,1,Medium
520,C2063172145,C835515236,CASH_OUT,2274766.00,2026-01-14 10:21:01.0000000,ATM Withdrawal,Chennai,0,1,Medium
523,C1256410677,C1153188048,TRANSFER,9208369.00,2026-01-14 10:30:09.0000000,Wire Transfer,Chennai,0,1,Medium
524,C1490382663,C601562346,CASH_OUT,9208369.00,2026-01-14 10:31:26.0000000,ATM Withdrawal,Ahmedabad,0,1,Medium
525,C926688459,C1810250799,TRANSFER,7596887.00,2026-01-14 11:47:43.0000000,Wire Transfer,Chennai,0,1,Medium
526,C1942950399,C1781043707,CASH_OUT,7596887.00,2026-01-14 11:09:21.0000000,ATM Withdrawal,Ahmedabad,0,1,Medium
554,C1104869047,C950258202,CASH_OUT,1445166.75,2026-01-14 13:54:49.0000000,ATM Withdrawal,Mumbai,0,1,Medium
555,C1767197728,C1526183462,TRANSFER,6546019.00,2026-01-14 14:17:50.0000000,Wire Transfer,Mumbai,0,1,Medium
556,C1776150191,C562081008,CASH_OUT,6546019.00,2026-01-14 14:54:45.0000000,Cash Deposit,Chennai,0,1,Medium
590,C1269100700,C12644050,CASH_OUT,2299330.50,2026-01-14 16:50:09.0000000,ATM Withdrawal,Kolkata,0,1,Medium
596,C1080618255,C2108426428,CASH_OUT,2137134.25,2026-01-14 16:42:41.0000000,ATM Withdrawal,Bangalore,0,1,Medium
598,C1267379776,C355648963,CASH_OUT,3551022.75,2026-01-14 17:42:22.0000000,ATM Withdrawal,Delhi,0,1,Medium
609,C1938563375,C1187100670,TRANSFER,9198460.00,2026-01-14 18:38:16.0000000,Wire Transfer,Chennai,0,1,Medium
610,C1904629487,C1741955070,CASH_OUT,9198460.00,2026-01-14 18:49:15.0000000,ATM Withdrawal,Hyderabad,0,1,Medium
626,C828265234,C62106011,CASH_OUT,2070939.88,2026-01-14 21:06:11.0000000,Cash Deposit,Hyderabad,0,1,Medium
632,C386318315,C800378513,CASH_OUT,1861928.38,2026-01-14 21:56:57.0000000,ATM Withdrawal,Chennai,0,1,Medium
640,C82999164,C95880754,CASH_OUT,1495203.75,2026-01-14 23:03:22.0000000,ATM Withdrawal,Ahmedabad,0,1,Medium
646,C865094709,C1348689298,CASH_OUT,1950022.88,2026-01-15 00:36:55.0000000,ATM Withdrawal,Ahmedabad,0,1,Medium
649,C139878018,C1395018529,TRANSFER,5903457.50,2026-01-15 00:51:35.0000000,Wire Transfer,Mumbai,0,1,Medium
650,C1826922858,C461663138,CASH_OUT,5903457.50,2026-01-15 00:08:21.0000000,ATM Withdrawal,Mumbai,0,1,Medium
682,C337289783,C976257399,CASH_OUT,1532281.63,2026-01-15 03:28:21.0000000,ATM Withdrawal,Mumbai,0,1,Medium
687,C1482401390,C1010534882,TRANSFER,4896179.50,2026-01-15 04:35:02.0000000,Wire Transfer,Hyderabad,0,1,Medium
688,C1971684490,C497024597,CASH_OUT,4896179.50,2026-01-15 04:38:30.0000000,ATM Withdrawal,Mumbai,0,1,Medium
691,C1888264566,C947826109,TRANSFER,4677359.00,2026-01-15 04:35:50.0000000,Wire Transfer,Chennai,0,1,Medium
692,C171367749,C725544013,CASH_OUT,4677359.00,2026-01-15 04:14:20.0000000,ATM Withdrawal,Kolkata,0,1,Medium
698,C1012799951,C1240944469,CASH_OUT,3011102.25,2026-01-15 05:04:35.0000000,Cash Deposit,Pune,0,1,Medium
732,C1202921665,C1366192319,CASH_OUT,2231580.50,2026-01-15 08:51:51.0000000,Wire Transfer,Ahmedabad,0,1,Medium
739,C76442447,C684493652,TRANSFER,8994287.00,2026-01-15 09:01:37.0000000,Wire Transfer,Bangalore,0,1,Medium
740,C180006321,C1877082345,CASH_OUT,8994287.00,2026-01-15 09:59:45.0000000,ATM Withdrawal,Mumbai,0,1,Medium
748,C3976987,C465144377,CASH_OUT,1504870.38,2026-01-15 10:40:58.0000000,ATM Withdrawal,Delhi,0,1,Medium
755,C1893971699,C520742045,TRANSFER,7445821.00,2026-01-15 12:32:16.0000000,Wire Transfer,Kolkata,0,1,Medium
756,C482730402,C1332693814,CASH_OUT,7445821.00,2026-01-15 12:32:28.0000000,ATM Withdrawal,Ahmedabad,0,1,Medium
766,C294569503,C229133194,CASH_OUT,3309631.00,2026-01-15 13:15:08.0000000,ATM Withdrawal,Mumbai,0,1,Medium
784,C67550882,C58470057,CASH_OUT,2728625.75,2026-01-15 14:35:43.0000000,ATM Withdrawal,Kolkata,0,1,Medium
785,C1131453044,C191560026,TRANSFER,5963850.50,2026-01-15 14:36:34.0000000,Wire Transfer,Chennai,0,1,Medium
786,C1892591356,C1336813990,CASH_OUT,5963850.50,2026-01-15 14:11:42.0000000,ATM Withdrawal,Kolkata,0,1,Medium
799,C355768552,C191674614,TRANSFER,6417789.00,2026-01-15 15:25:00.0000000,Wire Transfer,Chennai,0,1,Medium
800,C14516308,C1104416444,CASH_OUT,6417789.00,2026-01-15 15:20:09.0000000,ATM Withdrawal,Hyderabad,0,1,Medium
802,C353183181,C2040628937,CASH_OUT,4129483.00,2026-01-15 15:19:27.0000000,ATM Withdrawal,Delhi,0,1,Medium
805,C417981063,C1176673721,TRANSFER,9772559.00,2026-01-15 15:45:17.0000000,Wire Transfer,Chennai,0,1,Medium
806,C1597398625,C1830194909,CASH_OUT,9772559.00,2026-01-15 15:05:30.0000000,ATM Withdrawal,Chennai,0,1,Medium
807,C1914099833,C1517275009,TRANSFER,6721321.50,2026-01-15 15:12:32.0000000,Wire Transfer,Delhi,0,1,Medium
808,C276220199,C150133143,CASH_OUT,6721321.50,2026-01-15 15:24:35.0000000,ATM Withdrawal,Kolkata,0,1,Medium
810,C1791470904,C388319905,CASH_OUT,1552664.38,2026-01-15 15:26:19.0000000,ATM Withdrawal,Mumbai,0,1,Medium
814,C433434027,C916183053,CASH_OUT,2111475.75,2026-01-15 16:41:17.0000000,ATM Withdrawal,Ahmedabad,0,1,Medium
819,C1023551084,C257701345,TRANSFER,7454553.00,2026-01-15 16:53:36.0000000,Wire Transfer,Chennai,0,1,Medium
820,C1952070142,C1302887939,CASH_OUT,7454553.00,2026-01-15 16:06:38.0000000,ATM Withdrawal,Kolkata,0,1,Medium
826,C248073362,C840839680,CASH_OUT,1962548.50,2026-01-15 16:28:55.0000000,ATM Withdrawal,Bangalore,0,1,Medium
837,C350993487,C1614280501,TRANSFER,9299230.00,2026-01-15 18:24:14.0000000,Wire Transfer,Kolkata,0,1,Medium
838,C1363018209,C1049795740,CASH_OUT,9299230.00,2026-01-15 18:32:48.0000000,Cash Deposit,Hyderabad,0,1,Medium
847,C622353866,C955190047,TRANSFER,5338163.00,2026-01-15 19:00:17.0000000,Wire Transfer,Pune,0,1,Medium
848,C1742651298,C866531579,CASH_OUT,5338163.00,2026-01-15 19:57:07.0000000,ATM Withdrawal,Pune,0,1,Medium
850,C1645091760,C504240309,CASH_OUT,3592597.00,2026-01-15 19:25:59.0000000,Wire Transfer,Mumbai,0,1,Medium
857,C1569009550,C1429463996,TRANSFER,5952739.50,2026-01-15 20:38:36.0000000,Wire Transfer,Ahmedabad,0,1,Medium
858,C902008507,C1795644557,CASH_OUT,5952739.50,2026-01-15 20:37:02.0000000,ATM Withdrawal,Ahmedabad,0,1,Medium
864,C1918267923,C1297204700,CASH_OUT,2239461.25,2026-01-15 21:05:23.0000000,ATM Withdrawal,Chennai,0,1,Medium
872,C376454889,C1559513408,CASH_OUT,4177467.50,2026-01-15 21:16:08.0000000,ATM Withdrawal,Ahmedabad,0,1,Medium
881,C441240054,C1113984965,TRANSFER,5656417.00,2026-01-15 22:33:41.0000000,Wire Transfer,Mumbai,0,1,Medium
882,C391508712,C447486475,CASH_OUT,5656417.00,2026-01-15 22:26:43.0000000,ATM Withdrawal,Hyderabad,0,1,Medium
888,C498447652,C17820769,CASH_OUT,1438737.75,2026-01-15 22:52:07.0000000,ATM Withdrawal,Pune,0,1,Medium
898,C374971374,C738912638,CASH_OUT,2056779.25,2026-01-15 23:37:20.0000000,ATM Withdrawal,Hyderabad,0,1,Medium
899,C1805149634,C849581392,TRANSFER,7428844.50,2026-01-15 23:09:26.0000000,Wire Transfer,Ahmedabad,0,1,Medium
900,C2052842135,C1331351284,CASH_OUT,7428844.50,2026-01-15 23:58:09.0000000,ATM Withdrawal,Kolkata,0,1,Medium
912,C677566670,C931612164,CASH_OUT,3421212.00,2026-01-16 01:59:02.0000000,ATM Withdrawal,Mumbai,0,1,Medium
918,C1184890724,C140983265,CASH_OUT,1742012.00,2026-01-16 01:00:09.0000000,ATM Withdrawal,Chennai,0,1,Medium
924,C796529058,C338861738,CASH_OUT,1936403.63,2026-01-16 02:51:52.0000000,ATM Withdrawal,Hyderabad,0,1,Medium
939,C2068656014,C1266729216,TRANSFER,7677120.50,2026-01-16 02:59:42.0000000,Wire Transfer,Chennai,0,1,Medium
940,C2030295854,C383839277,CASH_OUT,7677120.50,2026-01-16 02:14:49.0000000,Wire Transfer,Mumbai,0,1,Medium
942,C34007989,C1902245575,CASH_OUT,1891922.00,2026-01-16 02:37:57.0000000,ATM Withdrawal,Bangalore,0,1,Medium
943,C875187668,C1712764754,TRANSFER,6513531.50,2026-01-16 03:14:16.0000000,Wire Transfer,Kolkata,0,1,Medium
944,C537091000,C1919442037,CASH_OUT,6513531.50,2026-01-16 03:21:39.0000000,ATM Withdrawal,Ahmedabad,0,1,Medium
946,C429080055,C1734499928,CASH_OUT,2115504.00,2026-01-16 03:14:50.0000000,ATM Withdrawal,Chennai,0,1,Medium
949,C219294261,C1925673449,TRANSFER,7703574.50,2026-01-16 03:28:36.0000000,Wire Transfer,Mumbai,0,1,Medium
950,C233751269,C300915892,CASH_OUT,7703574.50,2026-01-16 03:01:49.0000000,ATM Withdrawal,Kolkata,0,1,Medium
952,C356781229,C159373411,CASH_OUT,1715635.38,2026-01-16 03:55:59.0000000,ATM Withdrawal,Delhi,0,1,Medium
962,C1369312276,C584026670,CASH_OUT,3116889.50,2026-01-16 04:49:28.0000000,ATM Withdrawal,Ahmedabad,0,1,Medium
965,C794947414,C1309662059,TRANSFER,4841332.50,2026-01-16 05:20:49.0000000,Wire Transfer,Mumbai,0,1,Medium
966,C238987266,C1373089977,CASH_OUT,4841332.50,2026-01-16 05:48:00.0000000,ATM Withdrawal,Ahmedabad,0,1,Medium
974,C1149220913,C771492028,CASH_OUT,3244067.25,2026-01-16 05:37:05.0000000,ATM Withdrawal,Bangalore,0,1,Medium
978,C1233106691,C1805423931,CASH_OUT,1846748.75,2026-01-16 06:42:25.0000000,ATM Withdrawal,Mumbai,0,1,Medium
982,C399282086,C1910008940,CASH_OUT,2701644.25,2026-01-16 06:43:28.0000000,ATM Withdrawal,Chennai,0,1,Medium
985,C957078136,C819604043,TRANSFER,5807352.00,2026-01-16 06:21:30.0000000,Wire Transfer,Ahmedabad,0,1,Medium
986,C1254740800,C258745277,CASH_OUT,5807352.00,2026-01-16 06:18:33.0000000,ATM Withdrawal,Kolkata,0,1,Medium
1008,C128613711,C1898150915,CASH_OUT,1674146.00,2026-01-16 09:31:05.0000000,ATM Withdrawal,Chennai,0,1,Medium
1016,C628490839,C107223532,CASH_OUT,1822772.75,2026-01-16 10:16:02.0000000,ATM Withdrawal,Mumbai,0,1,Medium
1024,C2122707559,C737740255,CASH_OUT,1634184.00,2026-01-16 10:15:22.0000000,Retail Debit,Mumbai,0,1,Medium
1028,C395458530,C1340837967,CASH_OUT,1653144.13,2026-01-16 10:16:01.0000000,ATM Withdrawal,Delhi,0,1,Medium
1039,C1861461304,C618348006,TRANSFER,5464727.00,2026-01-16 12:24:18.0000000,Wire Transfer,Chennai,0,1,Medium
1040,C250061568,C1463443911,CASH_OUT,5464727.00,2026-01-16 12:56:18.0000000,ATM Withdrawal,Hyderabad,0,1,Medium
1044,C1763502384,C2027686342,CASH_OUT,2923356.25,2026-01-16 12:37:49.0000000,ATM Withdrawal,Mumbai,0,1,Medium
1047,C975117365,C1981314185,TRANSFER,4294676.00,2026-01-16 13:56:15.0000000,Wire Transfer,Hyderabad,0,1,Medium
1048,C525104705,C1490211524,CASH_OUT,4294676.00,2026-01-16 13:03:04.0000000,ATM Withdrawal,Chennai,0,1,Medium
1058,C1202085584,C1424764203,CASH_OUT,1968431.00,2026-01-16 14:31:09.0000000,ATM Withdrawal,Bangalore,0,1,Medium
1086,C843030857,C130896876,CASH_OUT,2344540.25,2026-01-16 17:31:46.0000000,ATM Withdrawal,Chennai,0,1,Medium
1109,C2084166173,C1399946131,TRANSFER,8317724.50,2026-01-16 19:35:14.0000000,Wire Transfer,Bangalore,0,1,Medium
1110,C2079730259,C684635804,CASH_OUT,8317724.50,2026-01-16 19:01:56.0000000,ATM Withdrawal,Hyderabad,0,1,Medium
1112,C588956129,C1673836428,CASH_OUT,2983996.50,2026-01-16 19:51:45.0000000,ATM Withdrawal,Pune,0,1,Medium
1113,C1149729385,C246500623,TRANSFER,4445514.00,2026-01-16 19:22:55.0000000,Wire Transfer,Chennai,0,1,Medium
1114,C812001868,C126759793,CASH_OUT,4445514.00,2026-01-16 19:13:50.0000000,ATM Withdrawal,Delhi,0,1,Medium
1118,C1489638562,C1524302218,CASH_OUT,3070710.00,2026-01-16 20:11:21.0000000,ATM Withdrawal,Bangalore,0,1,Medium
1134,C1834145577,C2086301492,CASH_OUT,1465173.75,2026-01-16 22:55:45.0000000,ATM Withdrawal,Bangalore,0,1,Medium
1138,C1681145385,C1060758741,CASH_OUT,1595587.50,2026-01-16 22:32:04.0000000,Cash Deposit,Mumbai,0,1,Medium
1142,C2019434914,C1700021809,CASH_OUT,4104942.75,2026-01-16 23:07:28.0000000,ATM Withdrawal,Bangalore,0,1,Medium
1143,C170364634,C128372734,TRANSFER,4961093.00,2026-01-16 23:34:50.0000000,Wire Transfer,Hyderabad,0,1,Medium
1144,C1283767836,C1198859415,CASH_OUT,4961093.00,2026-01-16 23:52:01.0000000,ATM Withdrawal,Bangalore,0,1,Medium
1151,C1497139417,C1561724492,TRANSFER,4731372.00,2026-01-16 23:14:00.0000000,Wire Transfer,Bangalore,0,1,Medium
1152,C1671601365,C66224368,CASH_OUT,4731372.00,2026-01-16 23:56:53.0000000,ATM Withdrawal,Ahmedabad,0,1,Medium
1158,C1418786836,C222850866,CASH_OUT,2374412.50,2026-01-17 00:31:07.0000000,ATM Withdrawal,Mumbai,0,1,Medium
1170,C869621048,C1722207907,CASH_OUT,1500582.13,2026-01-17 02:06:52.0000000,ATM Withdrawal,Mumbai,0,1,Medium
1173,C1769504839,C326851918,TRANSFER,6063657.00,2026-01-17 02:20:32.0000000,Wire Transfer,Kolkata,0,1,Medium
1174,C944295490,C925862909,CASH_OUT,6063657.00,2026-01-17 02:39:57.0000000,ATM Withdrawal,Kolkata,0,1,Medium
1184,C1391941558,C1943513449,CASH_OUT,1975271.75,2026-01-17 02:47:17.0000000,ATM Withdrawal,Chennai,0,1,Medium
1195,C908544136,C891140444,TRANSFER,4892193.00,2026-01-17 03:36:20.0000000,Wire Transfer,Delhi,0,1,Medium
1207,C1402670582,C1633747285,TRANSFER,9110884.00,2026-01-17 03:27:16.0000000,Wire Transfer,Kolkata,0,1,Medium
1208,C400087132,C413319813,CASH_OUT,9110884.00,2026-01-17 03:50:59.0000000,ATM Withdrawal,Kolkata,0,1,Medium
1216,C1787722017,C837578141,CASH_OUT,2641674.50,2026-01-17 04:40:06.0000000,Wire Transfer,Mumbai,0,1,Medium
1217,C1227628504,C1056406503,TRANSFER,6703831.50,2026-01-17 04:24:53.0000000,Wire Transfer,Bangalore,0,1,Medium
1218,C76062067,C1968350430,CASH_OUT,6703831.50,2026-01-17 04:51:46.0000000,Wire Transfer,Delhi,0,1,Medium
1223,C1537861219,C127451235,TRANSFER,5658123.50,2026-01-17 04:43:33.0000000,Wire Transfer,Ahmedabad,0,1,Medium
1224,C1969327890,C1613929073,CASH_OUT,5658123.50,2026-01-17 04:57:37.0000000,ATM Withdrawal,Mumbai,0,1,Medium
1237,C1360689528,C1674473954,TRANSFER,9060955.00,2026-01-17 05:18:19.0000000,Wire Transfer,Mumbai,0,1,Medium
1238,C896720879,C779650292,CASH_OUT,9060955.00,2026-01-17 05:03:57.0000000,ATM Withdrawal,Delhi,0,1,Medium
1243,C220187177,C1783675813,TRANSFER,4525901.00,2026-01-17 06:31:33.0000000,Wire Transfer,Pune,0,1,Medium
1244,C1633782,C1970845004,CASH_OUT,4525901.00,2026-01-17 06:06:32.0000000,ATM Withdrawal,Kolkata,0,1,Medium
1257,C785953522,C1331350711,TRANSFER,4559921.50,2026-01-17 07:50:23.0000000,Wire Transfer,Delhi,0,1,Medium
1258,C1705309294,C560881857,CASH_OUT,4559921.50,2026-01-17 07:18:40.0000000,ATM Withdrawal,Pune,0,1,Medium
1266,C1770745234,C805918938,CASH_OUT,2887744.25,2026-01-17 08:19:41.0000000,ATM Withdrawal,Kolkata,0,1,Medium
1288,C15998384,C1911997323,CASH_OUT,3354215.50,2026-01-17 10:48:02.0000000,ATM Withdrawal,Bangalore,0,1,Medium
